Song Name,Artists,Released Dates,Popularity,Duration,Album Type,Cover Image,genre,mood,user_id,user_rating
"Naina (From ""Manje Bistre 2 "")",Karamjit Anmol,2019-12-20,14,266083,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,Folk,Happy,user_744,1
Romantic Love Mashup By DJ Dalal,Shahid Mallya,2020-08-04,18,261317,single,https://i.scdn.co/image/ab67616d0000b273700330d5e1f5fa8b84670273,EDM,Sad,user_741,4
Gallan Ch Romance,Kay Vee Singh,2021-04-01,25,178039,single,https://i.scdn.co/image/ab67616d0000b273d4d18e94bab80131fa660232,EDM,Romantic,user_353,3
Limitless Love,Intiyaj Sogan,2022-02-24,17,319622,single,https://i.scdn.co/image/ab67616d0000b273527d430ababf8eb4cd45b2fb,Folk,Sad,user_676,2
Love Song,Kamal Khan,2018-11-24,15,176470,single,https://i.scdn.co/image/ab67616d0000b273bff23e2ff600e68c53d39722,Folk,Romantic,user_899,1
Moments of Love Mashup - Valentine’s 2019,Atif Aslam,2019-02-14,29,196997,single,https://i.scdn.co/image/ab67616d0000b2732b295e00c92e9f4f827f4e52,Bollywood Pop,Calm,user_73,2
Dawn of Love,Kanwar Grewal,2018-05-03,17,502000,single,https://i.scdn.co/image/ab67616d0000b273b0f729d2c87413f13a569a1a,Folk,Happy,user_648,5
In Love,Gursanj,2022-02-14,18,151394,single,https://i.scdn.co/image/ab67616d0000b2733e8ec32368ce4b1c51b33804,EDM,Energetic,user_353,3
Deep Love,Ndee Kundu,2021-05-31,21,179571,single,https://i.scdn.co/image/ab67616d0000b2733edb7021d498bdbc630101a1,EDM,Energetic,user_891,3
Dreams,Akaal,2020-10-09,28,173437,single,https://i.scdn.co/image/ab67616d0000b273c365980e2761468acadadeb0,EDM,Romantic,user_70,1
Pyar Ki Kashti Mein - Lofi,Alka Yagnik,2022-09-15,26,249004,album,https://i.scdn.co/image/ab67616d0000b273a2510c37bba7157460305ded,Folk,Romantic,user_425,3
ALMOST LOVE (An Audio Story),Anmol Gurung,2020-06-09,23,2972133,single,https://i.scdn.co/image/ab67616d0000b2737680239c2614ea3478dc4c83,EDM,Sad,user_999,1
Nit Khair Manga,Rahat Fateh Ali Khan,2018-12-26,24,228265,compilation,https://i.scdn.co/image/ab67616d0000b273723d1f74873cdbb853e0f594,Romantic,Energetic,user_708,1
Possessive Lofi,Jass Manak,2022-09-28,30,239280,album,https://i.scdn.co/image/ab67616d0000b2731f089fbbf2562f4218435b74,Folk,Sad,user_781,2
Relationship,Khushi Pandher,2023-05-25,19,223902,single,https://i.scdn.co/image/ab67616d0000b27370f1cef23896d383070ebb32,EDM,Calm,user_561,3
Gallan Chaandi Diyan,Nimrat Khaira,2021-12-03,20,161290,album,https://i.scdn.co/image/ab67616d0000b273b106a8643f5f1ee6155dc384,Folk,Energetic,user_828,1
love,Arham Chaudhry,2023-09-07,31,193541,single,https://i.scdn.co/image/ab67616d0000b273455a78646fe0b04f1e34688d,Romantic,Calm,user_642,2
"Gallan Chaandi Diyan (From ""Teeja Punjab"")",Nimrat Khaira,2021-11-23,19,161290,single,https://i.scdn.co/image/ab67616d0000b273b84cb76b8e6706080f280d78,Romantic,Happy,user_956,4
Love Story,Ravneet Singh,2018-03-21,18,149665,single,https://i.scdn.co/image/ab67616d0000b273e5012d54337356a603a632c9,Folk,Sad,user_517,2
Punjab,Harf Cheema,2021-12-11,19,300000,single,https://i.scdn.co/image/ab67616d0000b273130d2b6cd070aa9fac242abb,Folk,Romantic,user_428,2
True Love,Rupal J,2019-06-15,17,274285,compilation,https://i.scdn.co/image/ab67616d0000b2739f69e617e9fe4b68664815ea,Romantic,Energetic,user_539,1
Dream love,Sagar Chawla,2024-04-19,31,188976,single,https://i.scdn.co/image/ab67616d0000b273cbe3062e344f9d44ea7636e0,Folk,Sad,user_160,5
Love Life,JA$$A,2022-02-14,24,159000,single,https://i.scdn.co/image/ab67616d0000b273cd38aab6e4d4c8427588166d,Romantic,Romantic,user_149,5
"Chahtaan-Dard (From ""T-Series Mixtape Punjabi Season 2"")",Palak Muchhal,2019-12-19,19,236114,single,https://i.scdn.co/image/ab67616d0000b27329416eb692d3f9b2f021b6fe,Romantic,Happy,user_776,5
Love Marriage,Nav Dolorain,2020-04-27,20,207586,single,https://i.scdn.co/image/ab67616d0000b2738db7cda9f5fafcbf65a30b52,EDM,Energetic,user_230,2
Heere Moti,Kadir Thind,2020-04-26,22,224720,single,https://i.scdn.co/image/ab67616d0000b2738b04986ab5e8c1b22a68ca38,Folk,Calm,user_712,1
"Guzaara (From ""Guzaara"") (feat. Mr. Vgrooves)",Gurpreet Chattha,2015-02-13,19,382500,compilation,https://i.scdn.co/image/ab67616d0000b27354834f2d9913ae6bdf5a31f0,Folk,Happy,user_562,3
Nit Khair Mangan,Nusrat Fateh Ali Khan,2018-08-08,23,911895,album,https://i.scdn.co/image/ab67616d0000b2738a525d665cea953b5c61e0a1,EDM,Romantic,user_67,2
Khaab,Akhil,2016-12-25,25,201689,compilation,https://i.scdn.co/image/ab67616d0000b273526e3cf9d0e9956d287c7f01,Romantic,Energetic,user_812,2
Life Remix,Akhil,2018-01-02,28,159216,single,https://i.scdn.co/image/ab67616d0000b273e3a93afb0e93d10b4832a8a8,Folk,Energetic,user_381,1
Love,Surjit Bhullar,2013-03-13,19,245300,album,https://i.scdn.co/image/ab67616d0000b273efe6e92dcc008d19ac37464b,EDM,Happy,user_58,4
Love Marriage,Harf Cheema,2019,20,213781,single,https://i.scdn.co/image/ab67616d0000b27339932d45243fe15554eae45f,EDM,Energetic,user_259,2
Real Talk,Love Brar,2023-06-30,22,240047,single,https://i.scdn.co/image/ab67616d0000b273d343f79a6bdbf3bd932cae76,Folk,Romantic,user_342,4
Valentine's Special,Jass Manak,2020-07-01,24,185418,single,https://i.scdn.co/image/ab67616d0000b273ce25d4be9d2c2ddc2694e6e1,EDM,Happy,user_838,4
Feel,Romey Maan,2018-12-14,25,166363,single,https://i.scdn.co/image/ab67616d0000b273c4927464b77466dc5565fb15,Romantic,Calm,user_130,5
Pyaar Manga Hai,Armaan Malik,2017-07-20,27,286152,compilation,https://i.scdn.co/image/ab67616d0000b2733f334dbf565ef4b341d36fd4,EDM,Happy,user_727,1
Sadi Kadey Hoor Hundi Si,Durga Rangila,2015-04-09,20,398198,compilation,https://i.scdn.co/image/ab67616d0000b2732219d873cbc5d7ae3f10a583,Romantic,Happy,user_172,4
Rab Varga Si Tera Yaar,Durga Rangila,2015-04-09,29,308798,compilation,https://i.scdn.co/image/ab67616d0000b2732219d873cbc5d7ae3f10a583,Romantic,Calm,user_770,1
Romantic Punjab Urban Jatti Love,Amit Walia Thakur,2020-06-15,12,242053,single,https://i.scdn.co/image/ab67616d0000b2731c4939f7e527303cb6a00142,Folk,Romantic,user_614,5
Best Love,SK Kundesh Shah,2022-04-01,11,230684,single,https://i.scdn.co/image/ab67616d0000b2734de8e1a5407a30217c321d64,EDM,Sad,user_209,1
"Punjabi Love Mashup, Vol. 02",Venkat's Music,2020-11-18,5,190641,album,https://i.scdn.co/image/ab67616d0000b273a4deda6ed91f1c4c290f56e5,Romantic,Sad,user_803,2
"Impress 2 (From ""Impress 2"")",Ranjit Bawa,2022-04-15,2,208085,compilation,https://i.scdn.co/image/ab67616d0000b2735df2659df08c48209ea8044a,Romantic,Calm,user_354,4
Mera Rabb,Shahid Mallya,2019-12-20,13,318772,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,EDM,Romantic,user_471,1
Robo,Gagan Kokri,2019-12-20,9,213733,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,Romantic,Energetic,user_798,3
Top 5 Valentine's Hits,Nimrat Khaira,2022-02-09,10,413245,single,https://i.scdn.co/image/ab67616d0000b2737e749b974f13b8eda427e73c,EDM,Calm,user_116,1
Pure Love,GKhan,2021-09-13,18,236842,single,https://i.scdn.co/image/ab67616d0000b27358aaa16806543d3d26820aff,Folk,Sad,user_264,4
Mittha Lara,Ekam Sudhar,2019-12-20,10,200646,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,Romantic,Romantic,user_662,5
Phulkari,Ranjit Bawa,2019-12-20,17,244035,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,Romantic,Happy,user_812,5
"Sharara (From ""Sharara"")",Shivjot,2022-04-15,11,208282,compilation,https://i.scdn.co/image/ab67616d0000b2735df2659df08c48209ea8044a,EDM,Romantic,user_442,4
"Naina (From ""Manje Bistre 2 "")",Karamjit Anmol,2019-12-20,14,266083,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,EDM,Romantic,user_548,2
Pyar De Mareez,Satinder Sartaaj,2019-12-20,12,260911,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,EDM,Sad,user_453,2
Romantic Love Mashup By DJ Dalal,Shahid Mallya,2020-08-04,18,261317,single,https://i.scdn.co/image/ab67616d0000b273700330d5e1f5fa8b84670273,EDM,Sad,user_845,5
Gallan Ch Romance,Kay Vee Singh,2021-04-01,25,178039,single,https://i.scdn.co/image/ab67616d0000b273d4d18e94bab80131fa660232,Romantic,Energetic,user_477,5
Limitless Love,Intiyaj Sogan,2022-02-24,17,319622,single,https://i.scdn.co/image/ab67616d0000b273527d430ababf8eb4cd45b2fb,Folk,Energetic,user_287,4
Love Song,Kamal Khan,2018-11-24,15,176470,single,https://i.scdn.co/image/ab67616d0000b273bff23e2ff600e68c53d39722,Folk,Calm,user_303,2
Moments of Love Mashup - Valentine’s 2019,Atif Aslam,2019-02-14,29,196997,single,https://i.scdn.co/image/ab67616d0000b2732b295e00c92e9f4f827f4e52,Bollywood Pop,Happy,user_311,5
Dawn of Love,Kanwar Grewal,2018-05-03,17,502000,single,https://i.scdn.co/image/ab67616d0000b273b0f729d2c87413f13a569a1a,Folk,Energetic,user_208,2
In Love,Gursanj,2022-02-14,18,151394,single,https://i.scdn.co/image/ab67616d0000b2733e8ec32368ce4b1c51b33804,Folk,Sad,user_618,5
Deep Love,Ndee Kundu,2021-05-31,21,179571,single,https://i.scdn.co/image/ab67616d0000b2733edb7021d498bdbc630101a1,EDM,Romantic,user_446,1
Dreams,Akaal,2020-10-09,28,173437,single,https://i.scdn.co/image/ab67616d0000b273c365980e2761468acadadeb0,Romantic,Calm,user_670,3
Pyar Ki Kashti Mein - Lofi,Alka Yagnik,2022-09-15,26,249004,album,https://i.scdn.co/image/ab67616d0000b273a2510c37bba7157460305ded,Romantic,Energetic,user_633,1
ALMOST LOVE (An Audio Story),Anmol Gurung,2020-06-09,23,2972133,single,https://i.scdn.co/image/ab67616d0000b2737680239c2614ea3478dc4c83,Romantic,Romantic,user_55,5
Nit Khair Manga,Rahat Fateh Ali Khan,2018-12-26,24,228265,compilation,https://i.scdn.co/image/ab67616d0000b273723d1f74873cdbb853e0f594,EDM,Romantic,user_912,3
Possessive Lofi,Jass Manak,2022-09-28,30,239280,album,https://i.scdn.co/image/ab67616d0000b2731f089fbbf2562f4218435b74,Romantic,Energetic,user_12,3
Relationship,Khushi Pandher,2023-05-25,19,223902,single,https://i.scdn.co/image/ab67616d0000b27370f1cef23896d383070ebb32,EDM,Happy,user_657,5
Gallan Chaandi Diyan,Nimrat Khaira,2021-12-03,20,161290,album,https://i.scdn.co/image/ab67616d0000b273b106a8643f5f1ee6155dc384,Romantic,Happy,user_400,5
love,Arham Chaudhry,2023-09-07,31,193541,single,https://i.scdn.co/image/ab67616d0000b273455a78646fe0b04f1e34688d,Folk,Calm,user_908,2
"Gallan Chaandi Diyan (From ""Teeja Punjab"")",Nimrat Khaira,2021-11-23,19,161290,single,https://i.scdn.co/image/ab67616d0000b273b84cb76b8e6706080f280d78,EDM,Happy,user_648,5
Love Story,Ravneet Singh,2018-03-21,18,149665,single,https://i.scdn.co/image/ab67616d0000b273e5012d54337356a603a632c9,Romantic,Calm,user_980,4
Punjab,Harf Cheema,2021-12-11,19,300000,single,https://i.scdn.co/image/ab67616d0000b273130d2b6cd070aa9fac242abb,Folk,Sad,user_515,5
True Love,Rupal J,2019-06-15,17,274285,compilation,https://i.scdn.co/image/ab67616d0000b2739f69e617e9fe4b68664815ea,Folk,Energetic,user_656,4
Dream love,Sagar Chawla,2024-04-19,31,188976,single,https://i.scdn.co/image/ab67616d0000b273cbe3062e344f9d44ea7636e0,Folk,Romantic,user_542,5
Love Life,JA$$A,2022-02-14,24,159000,single,https://i.scdn.co/image/ab67616d0000b273cd38aab6e4d4c8427588166d,EDM,Calm,user_237,2
"Chahtaan-Dard (From ""T-Series Mixtape Punjabi Season 2"")",Palak Muchhal,2019-12-19,19,236114,single,https://i.scdn.co/image/ab67616d0000b27329416eb692d3f9b2f021b6fe,EDM,Happy,user_279,4
Love Marriage,Nav Dolorain,2020-04-27,20,207586,single,https://i.scdn.co/image/ab67616d0000b2738db7cda9f5fafcbf65a30b52,Romantic,Calm,user_348,1
Heere Moti,Kadir Thind,2020-04-26,22,224720,single,https://i.scdn.co/image/ab67616d0000b2738b04986ab5e8c1b22a68ca38,Folk,Calm,user_627,4
"Guzaara (From ""Guzaara"") (feat. Mr. Vgrooves)",Gurpreet Chattha,2015-02-13,19,382500,compilation,https://i.scdn.co/image/ab67616d0000b27354834f2d9913ae6bdf5a31f0,Romantic,Happy,user_104,2
Nit Khair Mangan,Nusrat Fateh Ali Khan,2018-08-08,23,911895,album,https://i.scdn.co/image/ab67616d0000b2738a525d665cea953b5c61e0a1,Romantic,Happy,user_630,4
Khaab,Akhil,2016-12-25,25,201689,compilation,https://i.scdn.co/image/ab67616d0000b273526e3cf9d0e9956d287c7f01,Folk,Energetic,user_517,5
Life Remix,Akhil,2018-01-02,28,159216,single,https://i.scdn.co/image/ab67616d0000b273e3a93afb0e93d10b4832a8a8,Romantic,Romantic,user_980,5
Love,Surjit Bhullar,2013-03-13,19,245300,album,https://i.scdn.co/image/ab67616d0000b273efe6e92dcc008d19ac37464b,EDM,Energetic,user_872,2
Love Marriage,Harf Cheema,2019,20,213781,single,https://i.scdn.co/image/ab67616d0000b27339932d45243fe15554eae45f,Romantic,Energetic,user_248,3
Real Talk,Love Brar,2023-06-30,22,240047,single,https://i.scdn.co/image/ab67616d0000b273d343f79a6bdbf3bd932cae76,Folk,Happy,user_364,5
Valentine's Special,Jass Manak,2020-07-01,24,185418,single,https://i.scdn.co/image/ab67616d0000b273ce25d4be9d2c2ddc2694e6e1,EDM,Happy,user_321,1
Feel,Romey Maan,2018-12-14,25,166363,single,https://i.scdn.co/image/ab67616d0000b273c4927464b77466dc5565fb15,EDM,Romantic,user_633,2
Pyaar Manga Hai,Armaan Malik,2017-07-20,27,286152,compilation,https://i.scdn.co/image/ab67616d0000b2733f334dbf565ef4b341d36fd4,Romantic,Calm,user_286,4
Sadi Kadey Hoor Hundi Si,Durga Rangila,2015-04-09,20,398198,compilation,https://i.scdn.co/image/ab67616d0000b2732219d873cbc5d7ae3f10a583,Romantic,Energetic,user_149,4
Rab Varga Si Tera Yaar,Durga Rangila,2015-04-09,29,308798,compilation,https://i.scdn.co/image/ab67616d0000b2732219d873cbc5d7ae3f10a583,EDM,Romantic,user_84,1
Romantic Punjab Urban Jatti Love,Amit Walia Thakur,2020-06-15,12,242053,single,https://i.scdn.co/image/ab67616d0000b2731c4939f7e527303cb6a00142,Romantic,Energetic,user_966,5
Best Love,SK Kundesh Shah,2022-04-01,11,230684,single,https://i.scdn.co/image/ab67616d0000b2734de8e1a5407a30217c321d64,Folk,Calm,user_406,2
"Punjabi Love Mashup, Vol. 02",Venkat's Music,2020-11-18,5,190641,album,https://i.scdn.co/image/ab67616d0000b273a4deda6ed91f1c4c290f56e5,Romantic,Energetic,user_978,1
"Impress 2 (From ""Impress 2"")",Ranjit Bawa,2022-04-15,2,208085,compilation,https://i.scdn.co/image/ab67616d0000b2735df2659df08c48209ea8044a,Romantic,Sad,user_456,5
Mera Rabb,Shahid Mallya,2019-12-20,13,318772,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,EDM,Romantic,user_743,2
Robo,Gagan Kokri,2019-12-20,9,213733,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,Romantic,Happy,user_800,4
Top 5 Valentine's Hits,Nimrat Khaira,2022-02-09,10,413245,single,https://i.scdn.co/image/ab67616d0000b2737e749b974f13b8eda427e73c,Romantic,Energetic,user_161,2
Pure Love,GKhan,2021-09-13,18,236842,single,https://i.scdn.co/image/ab67616d0000b27358aaa16806543d3d26820aff,Romantic,Romantic,user_784,3
Mittha Lara,Ekam Sudhar,2019-12-20,10,200646,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,Folk,Romantic,user_460,2
Phulkari,Ranjit Bawa,2019-12-20,17,244035,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,Romantic,Energetic,user_550,3
"Sharara (From ""Sharara"")",Shivjot,2022-04-15,11,208282,compilation,https://i.scdn.co/image/ab67616d0000b2735df2659df08c48209ea8044a,Folk,Happy,user_500,2
"Naina (From ""Manje Bistre 2 "")",Karamjit Anmol,2019-12-20,14,266083,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,Folk,Happy,user_738,3
Pyar De Mareez,Satinder Sartaaj,2019-12-20,12,260911,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,Folk,Energetic,user_509,4
Romantic Love Mashup By DJ Dalal,Shahid Mallya,2020-08-04,18,261317,single,https://i.scdn.co/image/ab67616d0000b273700330d5e1f5fa8b84670273,Folk,Romantic,user_654,5
Gallan Ch Romance,Kay Vee Singh,2021-04-01,25,178039,single,https://i.scdn.co/image/ab67616d0000b273d4d18e94bab80131fa660232,EDM,Happy,user_804,3
Limitless Love,Intiyaj Sogan,2022-02-24,17,319622,single,https://i.scdn.co/image/ab67616d0000b273527d430ababf8eb4cd45b2fb,Folk,Energetic,user_481,3
Love Song,Kamal Khan,2018-11-24,15,176470,single,https://i.scdn.co/image/ab67616d0000b273bff23e2ff600e68c53d39722,Romantic,Energetic,user_663,4
Moments of Love Mashup - Valentine’s 2019,Atif Aslam,2019-02-14,29,196997,single,https://i.scdn.co/image/ab67616d0000b2732b295e00c92e9f4f827f4e52,Bollywood Pop,Energetic,user_114,3
Dawn of Love,Kanwar Grewal,2018-05-03,17,502000,single,https://i.scdn.co/image/ab67616d0000b273b0f729d2c87413f13a569a1a,Folk,Romantic,user_749,1
In Love,Gursanj,2022-02-14,18,151394,single,https://i.scdn.co/image/ab67616d0000b2733e8ec32368ce4b1c51b33804,Romantic,Happy,user_578,4
Deep Love,Ndee Kundu,2021-05-31,21,179571,single,https://i.scdn.co/image/ab67616d0000b2733edb7021d498bdbc630101a1,Folk,Romantic,user_361,1
Dreams,Akaal,2020-10-09,28,173437,single,https://i.scdn.co/image/ab67616d0000b273c365980e2761468acadadeb0,EDM,Sad,user_341,4
Pyar Ki Kashti Mein - Lofi,Alka Yagnik,2022-09-15,26,249004,album,https://i.scdn.co/image/ab67616d0000b273a2510c37bba7157460305ded,Folk,Happy,user_770,3
ALMOST LOVE (An Audio Story),Anmol Gurung,2020-06-09,23,2972133,single,https://i.scdn.co/image/ab67616d0000b2737680239c2614ea3478dc4c83,Folk,Romantic,user_987,1
Nit Khair Manga,Rahat Fateh Ali Khan,2018-12-26,24,228265,compilation,https://i.scdn.co/image/ab67616d0000b273723d1f74873cdbb853e0f594,EDM,Happy,user_761,3
Possessive Lofi,Jass Manak,2022-09-28,30,239280,album,https://i.scdn.co/image/ab67616d0000b2731f089fbbf2562f4218435b74,Folk,Sad,user_969,4
Relationship,Khushi Pandher,2023-05-25,19,223902,single,https://i.scdn.co/image/ab67616d0000b27370f1cef23896d383070ebb32,Romantic,Calm,user_449,3
Gallan Chaandi Diyan,Nimrat Khaira,2021-12-03,20,161290,album,https://i.scdn.co/image/ab67616d0000b273b106a8643f5f1ee6155dc384,Folk,Energetic,user_843,1
love,Arham Chaudhry,2023-09-07,31,193541,single,https://i.scdn.co/image/ab67616d0000b273455a78646fe0b04f1e34688d,Folk,Romantic,user_835,1
"Gallan Chaandi Diyan (From ""Teeja Punjab"")",Nimrat Khaira,2021-11-23,19,161290,single,https://i.scdn.co/image/ab67616d0000b273b84cb76b8e6706080f280d78,Folk,Sad,user_180,3
Love Story,Ravneet Singh,2018-03-21,18,149665,single,https://i.scdn.co/image/ab67616d0000b273e5012d54337356a603a632c9,EDM,Sad,user_702,2
"Marjaani-Lovely (From ""T-Series Mixtape Punjabi"")",Sukhwinder Singh,2017-12-30,21,198403,single,https://i.scdn.co/image/ab67616d0000b273206b7724591e5561a9608d45,Folk,Happy,user_407,4
Punjab,Harf Cheema,2021-12-11,19,300000,single,https://i.scdn.co/image/ab67616d0000b273130d2b6cd070aa9fac242abb,Folk,Happy,user_666,4
True Love,Rupal J,2019-06-15,17,274285,compilation,https://i.scdn.co/image/ab67616d0000b2739f69e617e9fe4b68664815ea,Romantic,Energetic,user_196,3
Love Life,JA$$A,2022-02-14,24,159000,single,https://i.scdn.co/image/ab67616d0000b273cd38aab6e4d4c8427588166d,Folk,Happy,user_466,2
"Chahtaan-Dard (From ""T-Series Mixtape Punjabi Season 2"")",Palak Muchhal,2019-12-19,19,236114,single,https://i.scdn.co/image/ab67616d0000b27329416eb692d3f9b2f021b6fe,Folk,Romantic,user_311,1
Love Marriage,Nav Dolorain,2020-04-27,20,207586,single,https://i.scdn.co/image/ab67616d0000b2738db7cda9f5fafcbf65a30b52,Folk,Romantic,user_262,5
Heere Moti,Kadir Thind,2020-04-26,22,224720,single,https://i.scdn.co/image/ab67616d0000b2738b04986ab5e8c1b22a68ca38,Folk,Romantic,user_419,5
"Guzaara (From ""Guzaara"") (feat. Mr. Vgrooves)",Gurpreet Chattha,2015-02-13,19,382500,compilation,https://i.scdn.co/image/ab67616d0000b27354834f2d9913ae6bdf5a31f0,Romantic,Calm,user_406,3
Nit Khair Mangan,Nusrat Fateh Ali Khan,2018-08-08,23,911895,album,https://i.scdn.co/image/ab67616d0000b2738a525d665cea953b5c61e0a1,Romantic,Romantic,user_939,2
Khaab,Akhil,2016-12-25,25,201689,compilation,https://i.scdn.co/image/ab67616d0000b273526e3cf9d0e9956d287c7f01,EDM,Happy,user_143,2
Life Remix,Akhil,2018-01-02,28,159216,single,https://i.scdn.co/image/ab67616d0000b273e3a93afb0e93d10b4832a8a8,Folk,Happy,user_342,4
Love,Surjit Bhullar,2013-03-13,19,245300,album,https://i.scdn.co/image/ab67616d0000b273efe6e92dcc008d19ac37464b,EDM,Romantic,user_316,1
Love Marriage,Harf Cheema,2019,20,213781,single,https://i.scdn.co/image/ab67616d0000b27339932d45243fe15554eae45f,EDM,Sad,user_101,2
Real Talk,Love Brar,2023-06-30,22,240047,single,https://i.scdn.co/image/ab67616d0000b273d343f79a6bdbf3bd932cae76,Folk,Sad,user_244,5
Valentine's Special,Jass Manak,2020-07-01,24,185418,single,https://i.scdn.co/image/ab67616d0000b273ce25d4be9d2c2ddc2694e6e1,Romantic,Sad,user_490,1
Feel,Romey Maan,2018-12-14,25,166363,single,https://i.scdn.co/image/ab67616d0000b273c4927464b77466dc5565fb15,Romantic,Energetic,user_12,1
Pyaar Manga Hai,Armaan Malik,2017-07-20,27,286152,compilation,https://i.scdn.co/image/ab67616d0000b2733f334dbf565ef4b341d36fd4,Folk,Calm,user_239,3
Sadi Kadey Hoor Hundi Si,Durga Rangila,2015-04-09,20,398198,compilation,https://i.scdn.co/image/ab67616d0000b2732219d873cbc5d7ae3f10a583,Folk,Romantic,user_561,2
Rab Varga Si Tera Yaar,Durga Rangila,2015-04-09,29,308798,compilation,https://i.scdn.co/image/ab67616d0000b2732219d873cbc5d7ae3f10a583,Romantic,Energetic,user_42,3
Romantic Punjab Urban Jatti Love,Amit Walia Thakur,2020-06-15,12,242053,single,https://i.scdn.co/image/ab67616d0000b2731c4939f7e527303cb6a00142,Folk,Sad,user_678,2
Best Love,SK Kundesh Shah,2022-04-01,11,230684,single,https://i.scdn.co/image/ab67616d0000b2734de8e1a5407a30217c321d64,Folk,Romantic,user_594,4
"Punjabi Love Mashup, Vol. 02",Venkat's Music,2020-11-18,5,190641,album,https://i.scdn.co/image/ab67616d0000b273a4deda6ed91f1c4c290f56e5,Folk,Energetic,user_429,3
"Impress 2 (From ""Impress 2"")",Ranjit Bawa,2022-04-15,2,208085,compilation,https://i.scdn.co/image/ab67616d0000b2735df2659df08c48209ea8044a,Romantic,Happy,user_803,3
